pathway	systematicName
REACTOME_IKBA_VARIANT_LEADS_TO_EDA_ID	M27463
REACTOME_IKK_COMPLEX_RECRUITMENT_MEDIATED_BY_RIP1	M1003
REACTOME_IL_6_TYPE_CYTOKINE_RECEPTOR_LIGAND_INTERACTIONS	M27612
REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	M8240
REACTOME_INACTIVATION_OF_CDC42_AND_RAC1	M27349
REACTOME_INACTIVATION_OF_CSF3_G_CSF_SIGNALING	M41829
REACTOME_INCRETIN_SYNTHESIS_SECRETION_AND_INACTIVATION	M928
REACTOME_INFECTION_WITH_MYCOBACTERIUM_TUBERCULOSIS	M29816
REACTOME_INFECTIOUS_DISEASE	M27548
REACTOME_INFLAMMASOMES	M1072
REACTOME_INFLUENZA_INFECTION	M4669
REACTOME_INHIBITION_OF_DNA_RECOMBINATION_AT_TELOMERE	M39003
REACTOME_INHIBITION_OF_REPLICATION_INITIATION_OF_DAMAGED_DNA_BY_RB1_E2F1	M1015
REACTOME_INHIBITION_OF_THE_PROTEOLYTIC_ACTIVITY_OF_APC_C_REQUIRED_FOR_THE_ONSET_OF_ANAPHASE_BY_MITOTIC_SPINDLE_CHECKPOINT_COMPONENTS	M489
REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT	M6121
REACTOME_INITIATION_OF_NUCLEAR_ENVELOPE_NE_REFORMATION	M29617
REACTOME_INLA_MEDIATED_ENTRY_OF_LISTERIA_MONOCYTOGENES_INTO_HOST_CELLS	M27781
REACTOME_INLB_MEDIATED_ENTRY_OF_LISTERIA_MONOCYTOGENES_INTO_HOST_CELL	M27774
REACTOME_INNATE_IMMUNE_SYSTEM	M1036
REACTOME_INOSITOL_PHOSPHATE_METABOLISM	M26964
REACTOME_INSERTION_OF_TAIL_ANCHORED_PROTEINS_INTO_THE_ENDOPLASMIC_RETICULUM_MEMBRANE	M27933
REACTOME_INSULIN_PROCESSING	M27198
REACTOME_INSULIN_RECEPTOR_RECYCLING	M506
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE	M620
REACTOME_INTEGRATION_OF_ENERGY_METABOLISM	M17034
REACTOME_INTEGRATION_OF_PROVIRUS	M1051
REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS	M16441
REACTOME_INTEGRIN_SIGNALING	M760
REACTOME_INTERACTION_BETWEEN_L1_AND_ANKYRINS	M877
REACTOME_INTERACTION_WITH_CUMULUS_CELLS_AND_THE_ZONA_PELLUCIDA	M27184
REACTOME_INTERACTIONS_OF_REV_WITH_HOST_CELLULAR_PROTEINS	M27038
REACTOME_INTERACTIONS_OF_VPR_WITH_HOST_CELLULAR_PROTEINS	M1029
REACTOME_INTERCONVERSION_OF_NUCLEOTIDE_DI_AND_TRIPHOSPHATES	M27408
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	M973
REACTOME_INTERFERON_GAMMA_SIGNALING	M965
REACTOME_INTERFERON_SIGNALING	M983
REACTOME_INTERLEUKIN_10_SIGNALING	M27605
REACTOME_INTERLEUKIN_12_FAMILY_SIGNALING	M27381
REACTOME_INTERLEUKIN_12_SIGNALING	M27894
REACTOME_INTERLEUKIN_15_SIGNALING	M27858
REACTOME_INTERLEUKIN_17_SIGNALING	M27382
REACTOME_INTERLEUKIN_18_SIGNALING	M27878
REACTOME_INTERLEUKIN_1_FAMILY_SIGNALING	M899
REACTOME_INTERLEUKIN_1_PROCESSING	M27383
REACTOME_INTERLEUKIN_1_SIGNALING	M27895
REACTOME_INTERLEUKIN_20_FAMILY_SIGNALING	M27750
REACTOME_INTERLEUKIN_21_SIGNALING	M27898
REACTOME_INTERLEUKIN_23_SIGNALING	M27896
REACTOME_INTERLEUKIN_27_SIGNALING	M27897
REACTOME_INTERLEUKIN_2_FAMILY_SIGNALING	M1012
REACTOME_INTERLEUKIN_2_SIGNALING	M27893
REACTOME_INTERLEUKIN_35_SIGNALLING	M27860
REACTOME_INTERLEUKIN_36_PATHWAY	M27886
REACTOME_INTERLEUKIN_37_SIGNALING	M27873
REACTOME_INTERLEUKIN_3_INTERLEUKIN_5_AND_GM_CSF_SIGNALING	M914
REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING	M27609
REACTOME_INTERLEUKIN_6_FAMILY_SIGNALING	M27604
REACTOME_INTERLEUKIN_6_SIGNALING	M1014
REACTOME_INTERLEUKIN_7_SIGNALING	M542
REACTOME_INTERLEUKIN_9_SIGNALING	M27861
REACTOME_INTERLEUKIN_RECEPTOR_SHC_SIGNALING	M921
REACTOME_INTESTINAL_ABSORPTION	M27833
REACTOME_INTRA_GOLGI_AND_RETROGRADE_GOLGI_TO_ER_TRAFFIC	M27654
REACTOME_INTRA_GOLGI_TRAFFIC	M27652
REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS	M27867
REACTOME_INTRAFLAGELLAR_TRANSPORT	M27482
REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS	M7455
REACTOME_INTRINSIC_PATHWAY_OF_FIBRIN_CLOT_FORMATION	M14766
REACTOME_INWARDLY_RECTIFYING_K_CHANNELS	M1075
REACTOME_ION_CHANNEL_TRANSPORT	M997
REACTOME_ION_HOMEOSTASIS	M27460
REACTOME_ION_TRANSPORT_BY_P_TYPE_ATPASES	M971
REACTOME_IONOTROPIC_ACTIVITY_OF_KAINATE_RECEPTORS	M10272
REACTOME_IRAK1_RECRUITS_IKK_COMPLEX	M935
REACTOME_IRAK2_MEDIATED_ACTIVATION_OF_TAK1_COMPLEX	M27925
REACTOME_IRAK4_DEFICIENCY_TLR2_4	M27464
REACTOME_IRE1ALPHA_ACTIVATES_CHAPERONES	M27282
REACTOME_IRF3_MEDIATED_ACTIVATION_OF_TYPE_1_IFN	M26979
REACTOME_IRF3_MEDIATED_INDUCTION_OF_TYPE_I_IFN	M27240
REACTOME_IRON_UPTAKE_AND_TRANSPORT	M962
REACTOME_IRS_ACTIVATION	M27707
REACTOME_IRS_MEDIATED_SIGNALLING	M26916
REACTOME_JNK_C_JUN_KINASES_PHOSPHORYLATION_AND_ACTIVATION_MEDIATED_BY_ACTIVATED_HUMAN_TAK1	M859
REACTOME_JOSEPHIN_DOMAIN_DUBS	M27577
REACTOME_KEAP1_NFE2L2_PATHWAY	M45021
REACTOME_KERATAN_SULFATE_BIOSYNTHESIS	M670
REACTOME_KERATAN_SULFATE_DEGRADATION	M691
REACTOME_KERATAN_SULFATE_KERATIN_METABOLISM	M690
REACTOME_KERATINIZATION	M27640
REACTOME_KETONE_BODY_METABOLISM	M27706
REACTOME_KILLING_MECHANISMS	M29844
REACTOME_KINESINS	M977
REACTOME_KSRP_KHSRP_BINDS_AND_DESTABILIZES_MRNA	M959
REACTOME_L1CAM_INTERACTIONS	M872
REACTOME_LAGGING_STRAND_SYNTHESIS	M9461
REACTOME_LAMININ_INTERACTIONS	M27216
REACTOME_LATE_ENDOSOMAL_MICROAUTOPHAGY	M27942
REACTOME_LDL_CLEARANCE	M27846
REACTOME_LDL_REMODELING	M42520
REACTOME_LECTIN_PATHWAY_OF_COMPLEMENT_ACTIVATION	M27005
REACTOME_LEISHMANIA_INFECTION	M29836
REACTOME_LEUKOTRIENE_RECEPTORS	M27305
REACTOME_LGI_ADAM_INTERACTIONS	M27564
REACTOME_LIGAND_RECEPTOR_INTERACTIONS	M27496
REACTOME_LINOLEIC_ACID_LA_METABOLISM	M27115
REACTOME_LIPID_PARTICLE_ORGANIZATION	M27852
REACTOME_LIPOPHAGY	M27936
REACTOME_LISTERIA_MONOCYTOGENES_ENTRY_INTO_HOST_CELLS	M27780
REACTOME_LONG_TERM_POTENTIATION	M27949
REACTOME_LOSS_OF_FUNCTION_OF_MECP2_IN_RETT_SYNDROME	M29766
REACTOME_LOSS_OF_FUNCTION_OF_SMAD2_3_IN_CANCER	M29623
REACTOME_LOSS_OF_MECP2_BINDING_ABILITY_TO_THE_NCOR_SMRT_COMPLEX	M27899
REACTOME_LRR_FLII_INTERACTING_PROTEIN_1_LRRFIP1_ACTIVATES_TYPE_I_IFN_PRODUCTION	M27228
REACTOME_LTC4_CYSLTR_MEDIATED_IL4_PRODUCTION	M29845
REACTOME_LYSINE_CATABOLISM	M27680
REACTOME_LYSOSOME_VESICLE_BIOGENESIS	M2881
REACTOME_LYSOSPHINGOLIPID_AND_LPA_RECEPTORS	M27331
REACTOME_M_PHASE	M27662
REACTOME_MAP2K_AND_MAPK_ACTIVATION	M27557
REACTOME_MAP3K8_TPL2_DEPENDENT_MAPK1_3_ACTIVATION	M27567
REACTOME_MAPK1_ERK2_ACTIVATION	M26918
REACTOME_MAPK3_ERK1_ACTIVATION	M26896
REACTOME_MAPK6_MAPK4_SIGNALING	M27572
REACTOME_MAPK_FAMILY_SIGNALING_CASCADES	M27565
REACTOME_MAPK_TARGETS_NUCLEAR_EVENTS_MEDIATED_BY_MAP_KINASES	M15195
REACTOME_MASTL_FACILITATES_MITOTIC_PROGRESSION	M27176
REACTOME_MATURATION_OF_SARSCOV1_NUCLEOPROTEIN	M39011
REACTOME_MATURATION_OF_SARSCOV2_NUCLEOPROTEIN	M44001
REACTOME_MATURATION_OF_PROTEIN_3A	M39012
REACTOME_MATURATION_OF_SARSCOV1_SPIKE_PROTEIN	M39013
REACTOME_MATURATION_OF_SARSCOV2_SPIKE_PROTEIN	M41728
REACTOME_MECP2_REGULATES_NEURONAL_RECEPTORS_AND_CHANNELS	M27901
REACTOME_MECP2_REGULATES_TRANSCRIPTION_FACTORS	M27903
REACTOME_MECP2_REGULATES_TRANSCRIPTION_OF_NEURONAL_LIGANDS	M27902
REACTOME_MEIOSIS	M529
REACTOME_MEIOTIC_RECOMBINATION	M1011
REACTOME_MEIOTIC_SYNAPSIS	M1061
REACTOME_MELANIN_BIOSYNTHESIS	M27545
REACTOME_MEMBRANE_TRAFFICKING	M11480
REACTOME_MET_ACTIVATES_PI3K_AKT_SIGNALING	M27741
REACTOME_MET_ACTIVATES_PTK2_SIGNALING	M27772
REACTOME_MET_ACTIVATES_PTPN11	M27758
REACTOME_MET_ACTIVATES_RAP1_AND_RAC1	M27776
REACTOME_MET_ACTIVATES_RAS_SIGNALING	M27740
REACTOME_MET_INTERACTS_WITH_TNS_PROTEINS	M27775
REACTOME_MET_PROMOTES_CELL_MOTILITY	M27778
REACTOME_MET_RECEPTOR_ACTIVATION	M27644
REACTOME_MET_RECEPTOR_RECYCLING	M27777
REACTOME_METABOLIC_DISORDERS_OF_BIOLOGICAL_OXIDATION_ENZYMES	M27461
REACTOME_METABOLISM_OF_AMINE_DERIVED_HORMONES	M27118
REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	M727
REACTOME_METABOLISM_OF_ANGIOTENSINOGEN_TO_ANGIOTENSINS	M27104
REACTOME_METABOLISM_OF_CARBOHYDRATES	M16864
REACTOME_METABOLISM_OF_COFACTORS	M27855
REACTOME_METABOLISM_OF_FAT_SOLUBLE_VITAMINS	M27642
REACTOME_METABOLISM_OF_FOLATE_AND_PTERINES	M27085
REACTOME_METABOLISM_OF_INGESTED_SEMET_SEC_MESEC_INTO_H2SE	M27169
REACTOME_METABOLISM_OF_LIPIDS	M27451
REACTOME_METABOLISM_OF_NITRIC_OXIDE_NOS3_ACTIVATION_AND_REGULATION	M27102
REACTOME_METABOLISM_OF_NUCLEOTIDES	M777
REACTOME_METABOLISM_OF_POLYAMINES	M747
REACTOME_METABOLISM_OF_PORPHYRINS	M1088
REACTOME_METABOLISM_OF_RNA	M16843
REACTOME_METABOLISM_OF_STEROID_HORMONES	M27081
REACTOME_METABOLISM_OF_STEROIDS	M27832
REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS	M18311
REACTOME_METABOLISM_OF_WATER_SOLUBLE_VITAMINS_AND_COFACTORS	M27093
REACTOME_METAL_ION_SLC_TRANSPORTERS	M18795
REACTOME_METAL_SEQUESTRATION_BY_ANTIMICROBIAL_PROTEINS	M27622
REACTOME_METALLOPROTEASE_DUBS	M27580
REACTOME_METALLOTHIONEINS_BIND_METALS	M27543
REACTOME_METHIONINE_SALVAGE_PATHWAY	M26927
REACTOME_METHYLATION	M26967
REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION	M705
REACTOME_MICRORNA_MIRNA_BIOGENESIS	M712
REACTOME_MINERALOCORTICOID_BIOSYNTHESIS	M27075
REACTOME_MIRO_GTPASE_CYCLE	M41837
REACTOME_MISCELLANEOUS_SUBSTRATES	M27128
REACTOME_MISCELLANEOUS_TRANSPORT_AND_BINDING_EVENTS	M27424
REACTOME_MISMATCH_REPAIR	M27442
REACTOME_MITOCHONDRIAL_BIOGENESIS	M26973
REACTOME_MITOCHONDRIAL_CALCIUM_ION_TRANSPORT	M27816
REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION	M14690
REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION_OF_SATURATED_FATTY_ACIDS	M27719
REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION_OF_UNSATURATED_FATTY_ACIDS	M27720
REACTOME_MITOCHONDRIAL_IRON_SULFUR_CLUSTER_BIOGENESIS	M26941
REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT	M590
REACTOME_MITOCHONDRIAL_TRANSLATION	M27446
REACTOME_MITOCHONDRIAL_TRNA_AMINOACYLATION	M15096
REACTOME_MITOCHONDRIAL_UNCOUPLING	M27003
REACTOME_MITOPHAGY	M27418
REACTOME_MITOTIC_G1_PHASE_AND_G1_S_TRANSITION	M848
REACTOME_MITOTIC_G2_G2_M_PHASES	M864
REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE	M27185
REACTOME_MITOTIC_PROMETAPHASE	M4217
REACTOME_MITOTIC_PROPHASE	M27660
REACTOME_MITOTIC_SPINDLE_CHECKPOINT	M27673
REACTOME_MITOTIC_TELOPHASE_CYTOKINESIS	M27661
REACTOME_MODULATION_BY_MTB_OF_HOST_IMMUNE_SYSTEM	M29822
REACTOME_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES	M27134
REACTOME_MOLYBDENUM_COFACTOR_BIOSYNTHESIS	M27928
REACTOME_MRNA_CAPPING	M745
REACTOME_MRNA_DECAY_BY_3_TO_5_EXORIBONUCLEASE	M19582
REACTOME_MRNA_DECAY_BY_5_TO_3_EXORIBONUCLEASE	M11063
REACTOME_MRNA_EDITING	M27709
REACTOME_MRNA_EDITING_C_TO_U_CONVERSION	M27683
REACTOME_MRNA_SPLICING	M14033
REACTOME_MRNA_SPLICING_MINOR_PATHWAY	M5583
REACTOME_MTOR_SIGNALLING	M27000
REACTOME_MTORC1_MEDIATED_SIGNALLING	M3492
REACTOME_MUCOPOLYSACCHARIDOSES	M27160
REACTOME_MULTIFUNCTIONAL_ANION_EXCHANGERS	M27344
REACTOME_MUSCARINIC_ACETYLCHOLINE_RECEPTORS	M27300
REACTOME_MUSCLE_CONTRACTION	M5485
REACTOME_MYD88_INDEPENDENT_TLR4_CASCADE	M29565
REACTOME_MYOCLONIC_EPILEPSY_OF_LAFORA	M27276
REACTOME_MYOGENESIS	M853
REACTOME_N_GLYCAN_ANTENNAE_ELONGATION	M966
REACTOME_N_GLYCAN_ANTENNAE_ELONGATION_IN_THE_MEDIAL_TRANS_GOLGI	M979
REACTOME_N_GLYCAN_TRIMMING_AND_ELONGATION_IN_THE_CIS_GOLGI	M27954
REACTOME_N_GLYCAN_TRIMMING_IN_THE_ER_AND_CALNEXIN_CALRETICULIN_CYCLE	M918
REACTOME_NA_CL_DEPENDENT_NEUROTRANSMITTER_TRANSPORTERS	M27362
REACTOME_NADE_MODULATES_DEATH_SIGNALLING	M27116
REACTOME_NCAM1_INTERACTIONS	M7169
REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH	M11187
REACTOME_NECTIN_NECL_TRANS_HETERODIMERIZATION	M27333
REACTOME_NEDDYLATION	M27822
REACTOME_NEF_AND_SIGNAL_TRANSDUCTION	M26997
REACTOME_NEF_MEDIATED_CD4_DOWN_REGULATION	M27011
REACTOME_NEF_MEDIATED_CD8_DOWN_REGULATION	M27044
REACTOME_NEF_MEDIATED_DOWNREGULATION_OF_MHC_CLASS_I_COMPLEX_CELL_SURFACE_EXPRESSION	M17019
REACTOME_NEF_MEDIATES_DOWN_MODULATION_OF_CELL_SURFACE_RECEPTORS_BY_RECRUITING_THEM_TO_CLATHRIN_ADAPTERS	M12347
REACTOME_NEGATIVE_EPIGENETIC_REGULATION_OF_RRNA_EXPRESSION	M27426
REACTOME_NEGATIVE_FEEDBACK_REGULATION_OF_MAPK_PATHWAY	M27559
REACTOME_NEGATIVE_REGULATION_OF_ACTIVITY_OF_TFAP2_AP_2_FAMILY_TRANSCRIPTION_FACTORS	M27764
REACTOME_NEGATIVE_REGULATION_OF_FGFR1_SIGNALING	M27526
REACTOME_NEGATIVE_REGULATION_OF_FGFR2_SIGNALING	M27527
REACTOME_NEGATIVE_REGULATION_OF_FGFR3_SIGNALING	M27528
REACTOME_NEGATIVE_REGULATION_OF_FGFR4_SIGNALING	M27529
REACTOME_NEGATIVE_REGULATION_OF_FLT3	M41735
REACTOME_NEGATIVE_REGULATION_OF_MAPK_PATHWAY	M27560
REACTOME_NEGATIVE_REGULATION_OF_MET_ACTIVITY	M27645
REACTOME_NEGATIVE_REGULATION_OF_NMDA_RECEPTOR_MEDIATED_NEURONAL_TRANSMISSION	M27944
REACTOME_NEGATIVE_REGULATION_OF_NOTCH4_SIGNALING	M27931
REACTOME_NEGATIVE_REGULATION_OF_TCF_DEPENDENT_SIGNALING_BY_DVL_INTERACTING_PROTEINS	M27447
REACTOME_NEGATIVE_REGULATION_OF_TCF_DEPENDENT_SIGNALING_BY_WNT_LIGAND_ANTAGONISTS	M27273
REACTOME_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK	M713
REACTOME_NEGATIVE_REGULATORS_OF_DDX58_IFIH1_SIGNALING	M985
REACTOME_NEPHRIN_FAMILY_INTERACTIONS	M913
REACTOME_NERVOUS_SYSTEM_DEVELOPMENT	M29853
REACTOME_NETRIN_1_SIGNALING	M875
REACTOME_NETRIN_MEDIATED_REPULSION_SIGNALS	M27328
REACTOME_NEUREXINS_AND_NEUROLIGINS	M27616
REACTOME_NEUROFASCIN_INTERACTIONS	M27380
REACTOME_NEURONAL_SYSTEM	M735
REACTOME_NEUROTOXICITY_OF_CLOSTRIDIUM_TOXINS	M27018
REACTOME_NEUROTRANSMITTER_CLEARANCE	M26914
REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION	M752
REACTOME_NEUROTRANSMITTER_RELEASE_CYCLE	M4281
REACTOME_NEUTROPHIL_DEGRANULATION	M27620
REACTOME_NF_KB_ACTIVATION_THROUGH_FADD_RIP_1_PATHWAY_MEDIATED_BY_CASPASE_8_AND_10	M957
REACTOME_NF_KB_IS_ACTIVATED_AND_SIGNALS_SURVIVAL	M736
REACTOME_NGF_INDEPENDANT_TRKA_ACTIVATION	M27055
REACTOME_NGF_STIMULATED_TRANSCRIPTION	M29793
REACTOME_NICOTINAMIDE_SALVAGING	M27094
REACTOME_NICOTINATE_METABOLISM	M27089
REACTOME_NITRIC_OXIDE_STIMULATES_GUANYLATE_CYCLASE	M915
REACTOME_NOD1_2_SIGNALING_PATHWAY	M1059
REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS	M27218
REACTOME_NONCANONICAL_ACTIVATION_OF_NOTCH3	M27887
REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	M27587
REACTOME_NONSENSE_MEDIATED_DECAY_NMD	M27921
REACTOME_NOREPINEPHRINE_NEUROTRANSMITTER_RELEASE_CYCLE	M13015
REACTOME_NOSTRIN_MEDIATED_ENOS_TRAFFICKING	M27112
REACTOME_NOTCH1_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION	M611
REACTOME_NOTCH2_ACTIVATION_AND_TRANSMISSION_OF_SIGNAL_TO_THE_NUCLEUS	M27210
REACTOME_NOTCH2_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION	M27159
REACTOME_NOTCH3_ACTIVATION_AND_TRANSMISSION_OF_SIGNAL_TO_THE_NUCLEUS	M27879
REACTOME_NOTCH3_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION	M27880
REACTOME_NOTCH4_ACTIVATION_AND_TRANSMISSION_OF_SIGNAL_TO_THE_NUCLEUS	M27882
REACTOME_NOTCH4_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION	M27881
REACTOME_NOTCH_HLH_TRANSCRIPTION_PATHWAY	M6177
REACTOME_NR1H2_AND_NR1H3_MEDIATED_SIGNALING	M29777
REACTOME_NR1H2_NR1H3_REGULATE_GENE_EXPRESSION_LINKED_TO_GLUCONEOGENESIS	M29812
REACTOME_NR1H2_NR1H3_REGULATE_GENE_EXPRESSION_LINKED_TO_LIPOGENESIS	M29789
REACTOME_NR1H2_NR1H3_REGULATE_GENE_EXPRESSION_LINKED_TO_TRIGLYCERIDE_LIPOLYSIS_IN_ADIPOSE	M29792
REACTOME_NR1H2_NR1H3_REGULATE_GENE_EXPRESSION_TO_CONTROL_BILE_ACID_HOMEOSTASIS	M29809
REACTOME_NR1H2_NR1H3_REGULATE_GENE_EXPRESSION_TO_LIMIT_CHOLESTEROL_UPTAKE	M29791
REACTOME_NR1H3_NR1H2_REGULATE_GENE_EXPRESSION_LINKED_TO_CHOLESTEROL_TRANSPORT_AND_EFFLUX	M29790
REACTOME_NRAGE_SIGNALS_DEATH_THROUGH_JNK	M11215
REACTOME_NRCAM_INTERACTIONS	M27378
REACTOME_NRIF_SIGNALS_CELL_DEATH_FROM_THE_NUCLEUS	M7257
REACTOME_NS1_MEDIATED_EFFECTS_ON_HOST_PATHWAYS	M29574
REACTOME_NTRK2_ACTIVATES_RAC1	M27913
REACTOME_NUCLEAR_ENVELOPE_BREAKDOWN	M27212
REACTOME_NUCLEAR_ENVELOPE_NE_REASSEMBLY	M27215
REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION	M152
REACTOME_NUCLEAR_EVENTS_MEDIATED_BY_NFE2L2	M45026
REACTOME_NUCLEAR_EVENTS_STIMULATED_BY_ALK_SIGNALING_IN_CANCER	M42525
REACTOME_NUCLEAR_IMPORT_OF_REV_PROTEIN	M27041
REACTOME_NUCLEAR_PORE_COMPLEX_NPC_DISASSEMBLY	M27245
REACTOME_NUCLEAR_RECEPTOR_TRANSCRIPTION_PATHWAY	M8276
REACTOME_NUCLEAR_SIGNALING_BY_ERBB4	M571
REACTOME_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS	M1074
REACTOME_NUCLEOTIDE_BIOSYNTHESIS	M27830
REACTOME_NUCLEOTIDE_CATABOLISM	M27829
REACTOME_NUCLEOTIDE_EXCISION_REPAIR	M7927
REACTOME_NUCLEOTIDE_LIKE_PURINERGIC_RECEPTORS	M6786
REACTOME_NUCLEOTIDE_SALVAGE	M27831
REACTOME_O_GLYCOSYLATION_OF_TSR_DOMAIN_CONTAINING_PROTEINS	M27417
REACTOME_O_LINKED_GLYCOSYLATION	M27416
REACTOME_O_LINKED_GLYCOSYLATION_OF_MUCINS	M546
REACTOME_OAS_ANTIVIRAL_RESPONSE	M27859
REACTOME_OLFACTORY_SIGNALING_PATHWAY	M4072
REACTOME_ONCOGENE_INDUCED_SENESCENCE	M27190
REACTOME_ONCOGENIC_MAPK_SIGNALING	M27626
REACTOME_OPIOID_SIGNALLING	M6467
REACTOME_OPSINS	M6285
REACTOME_ORC1_REMOVAL_FROM_CHROMATIN	M4138
REACTOME_OREXIN_AND_NEUROPEPTIDES_FF_AND_QRFP_BIND_TO_THEIR_RESPECTIVE_RECEPTORS	M27291
REACTOME_ORGANELLE_BIOGENESIS_AND_MAINTENANCE	M27050
REACTOME_ORGANIC_ANION_TRANSPORT	M27469
REACTOME_ORGANIC_ANION_TRANSPORTERS	M27350
REACTOME_ORGANIC_CATION_ANION_ZWITTERION_TRANSPORT	M888
REACTOME_ORGANIC_CATION_TRANSPORT	M27450
REACTOME_OTHER_INTERLEUKIN_SIGNALING	M27385
REACTOME_OTHER_SEMAPHORIN_INTERACTIONS	M10959
REACTOME_OVARIAN_TUMOR_DOMAIN_PROTEASES	M27579
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	M27186
REACTOME_P130CAS_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS	M12101
REACTOME_P2Y_RECEPTORS	M10960
REACTOME_P38MAPK_EVENTS	M1441
REACTOME_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING	M9400
REACTOME_P75NTR_NEGATIVELY_REGULATES_CELL_CYCLE_VIA_SC1	M27072
REACTOME_P75NTR_RECRUITS_SIGNALLING_COMPLEXES	M14582
REACTOME_P75NTR_REGULATES_AXONOGENESIS	M27073
REACTOME_P75NTR_SIGNALS_VIA_NF_KB	M18175
REACTOME_PARACETAMOL_ADME	M45015
REACTOME_PARASITE_INFECTION	M29843
REACTOME_PASSIVE_TRANSPORT_BY_AQUAPORINS	M911
REACTOME_PCNA_DEPENDENT_LONG_PATCH_BASE_EXCISION_REPAIR	M27505
REACTOME_PCP_CE_PATHWAY	M27322
REACTOME_PD_1_SIGNALING	M18810
REACTOME_PECAM1_INTERACTIONS	M11773
REACTOME_PENTOSE_PHOSPHATE_PATHWAY	M27682
REACTOME_PEPTIDE_HORMONE_BIOSYNTHESIS	M756
REACTOME_PEPTIDE_HORMONE_METABOLISM	M27211
REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS	M12289
REACTOME_PERK_REGULATES_GENE_EXPRESSION	M792
REACTOME_PEROXISOMAL_LIPID_METABOLISM	M2286
REACTOME_PEROXISOMAL_PROTEIN_IMPORT	M27915
REACTOME_PEXOPHAGY	M29846
REACTOME_PHASE_0_RAPID_DEPOLARISATION	M27455
REACTOME_PHASE_1_INACTIVATION_OF_FAST_NA_CHANNELS	M27457
REACTOME_PHASE_2_PLATEAU_PHASE	M27456
REACTOME_PHASE_3_RAPID_REPOLARISATION	M27453
REACTOME_PHASE_4_RESTING_MEMBRANE_POTENTIAL	M27452
REACTOME_PHASE_I_FUNCTIONALIZATION_OF_COMPOUNDS	M738
REACTOME_PHASE_II_CONJUGATION_OF_COMPOUNDS	M18788
REACTOME_PHENYLALANINE_AND_TYROSINE_METABOLISM	M27835
REACTOME_PHENYLALANINE_METABOLISM	M27850
REACTOME_PHOSPHATE_BOND_HYDROLYSIS_BY_NTPDASE_PROTEINS	M27737
REACTOME_PHOSPHATE_BOND_HYDROLYSIS_BY_NUDT_PROTEINS	M27167
REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE_FGFR2	M27508
REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE_FGFR4	M27509
REACTOME_PHOSPHOLIPID_METABOLISM	M649
REACTOME_PHOSPHORYLATION_OF_EMI1	M27035
REACTOME_PHOSPHORYLATION_OF_THE_APC_C	M1050
REACTOME_PHYSIOLOGICAL_FACTORS	M27459
REACTOME_PI3K_AKT_ACTIVATION	M714
REACTOME_PI3K_AKT_SIGNALING_IN_CANCER	M27162
REACTOME_PI3K_EVENTS_IN_ERBB2_SIGNALING	M570
REACTOME_PI3K_EVENTS_IN_ERBB4_SIGNALING	M568
REACTOME_PI5P_REGULATES_TP53_ACETYLATION	M27655
REACTOME_PI_3K_CASCADE_FGFR1	M27512
